Address,Zip,Phone,zip_final
25 CARLETON ST,21421323,6172586896,21421
300 1ST AVE,21293109,6179525000,21293
10841 WHITE OAK AVE,917303811,6269141514,91730
5000 SAN BERNARDINO ST,917632326,6269141514,91763
550 N MONTEREY AVE,917643318,6269141514,91764
4802 10TH AVE,112192916,7182837732,11219
1800 E VAN BUREN ST,850063742,NA,85006
300 MAIN ST,42407027,2077950111,42407
76 HIGH ST,42407691,2077952729,42407
4348 FAYETTEVILLE RD,283582677,9107395197,28358
1445 US HWY 130,89023100,NA,89023
2061 FAIRVIEW AVE,180423953,6102537818,18042
1101 NOTT ST,123082425,5182434000,12308
AVE SAN LUIS CARR 129 KM,612,7.88E+13,612
614 E 4TH ST,919501346,NA,91950
2400 E 4 ST,919502026,NA,91950
122 CIVIC CTR DR,920846061,NA,92084
3 COOPER PLZ,81031407,8569687965,81031
3 COOPER PLZ,81031438,8563422439,81031
8 COURT HOUSE S DENNIS RD,82101967,6094650678,82101
1701 E CESAR E CHAVEZ AVE,900332425,3232242040,90033
333 PINE RIDGE BLVD,544014120,NA,54401
2727 PLAZA DR,544014129,7158473000,54401
4100 STATE HWY 66,544828410,7153437700,54482
220 24TH S ST,544941908,7154248600,54494
500 COMMERCE LOOP,545218038,7154790400,54521
1000 STARR AVE,547031821,7153875211,54703
5670 54TH AVE N,337092067,7275480260,33709
25821 VERMONT AVE,907103518,3103255111,90710
25825 VERMONT AVE,907103518,3103255111,90710
300 STAFFORD ST,11043500,4137371600,11043
14510 NORTHLINE RD,481952402,7342822800,48195
2980 SQUALICUM PKWY,982251880,3607886112,98225
2800 CHICAGO AVE,554071355,NA,55407
800 E 28TH ST,554073723,NA,55407
110 IRVING ST NW,200103017,2028777000,20010
7421 N UNIVERSITY DR,333216102,9547219494,33321
10115 FOREST HILL BLVD,334146178,5619670101,33414
5301 S CONGRESS AVE,334621149,5619657300,33462
13001 SOUTHERN BLVD,334709203,5617983300,33470
10115 FOREST HILL BLVD,334146178,56196701018,33414
246 PLEASANT ST,33012548,6032245200,33012
250 PLEASANT ST,33012598,6032287200,33012
11103 VENICE BLVD,900346914,NA,90034
1250 S CEDAR CREST BLVD,181036253,6104028430,18103
2200 MEMORIAL DR,161211357,NA,16121
110 N MAIN ST,161251726,7245896161,16125
100 FAIRFIELD DR,163462130,NA,16346
2315 W 57TH ST,571085041,6052715441,57108
1231 N TUTTLE AVE,342373116,9413660134,34237
138 AVE WINSTON CHURCHILL PMB,9266023,7879752682,92660
BO MONACILLOS,935,7877634149,935
BO MONACILLOS CENTRO MEDICO DE PUERTO RICO,935,NA,935
1401 W LOCUST ST,749603275,9186964065,74960
1401 W LOCUST ST,749603276,9186964065,74960
1698 E MCANDREWS RD,975045590,5417326000,97504
26351 PATRIOTS WAY 102 LLOYD LANE,199472575,3029333420,19947
26351 PATRIOTS WAY,199472575,3029333420,19947
100 SUNNYSIDE RD,199771752,3026531900,19977
2557 MOWRY AVE,945381614,5107933722,94538
132 BENMORE DR,327924101,3214223660,32792
830 S GLOSTER ST,388014934,6623773136,38801
3535 SOUTHERN BLVD,454291221,9.37E+13,45429
33 W RAHN RD,454292238,9374338990,45429
275 COLLIER RD,303091748,4043553161,30309
246 PLEASANT ST,33012548,6032240584,33012
6777 W MAPLE RD,483223013,2486414100,48322
1400 N RITTER AVE,462193050,3176211690,46219
7250 CLEARVISTA DR,462564686,3176215049,46256
15204 W COLONIAL DR,347876042,NA,34787
16 GUION PL,108015502,9143654065,10801
664 SOUTHLAND MALL,945452150,5102661700,94545
1060 E100 S,841021553,8013201260,84102
330 ELLIS ST,941022735,4156746140,94102
1735 MISSION ST,941032417,4155657667,94103
3600 NW SAMARITAN DR,973303737,5417685111,97330
2525 CUMBERLAND PKWY SE,303393915,7704314235,30339
900 CENTENNIAL BLVD M,80434637,8563256750,80434
2929 LOMA VISTA RD,930032965,8056536540,93003
2232 WILBORN AVE,245921662,4345176180,24592
115 W SILVER ST,10853678,4135623444,10853
233 CAREW ST,11042377,4137486910,11042
122 CIVIC CTR DR,92084,NA,92084
6001 KYLE PKWY,786406112,5125045000,78640
201 SETON PKWY,786658000,5123244000,78665
301 SETON PKWY,786658003,NA,78665
2400 ROUND ROCK AVE,786814004,5123411000,78681
1400 N IH 35,787011926,NA,78701
4207 BURNET RD,787563316,5127061900,78756
890 OAK ST SE,973013905,5035615200,97301
2500 METROHEALTH DR,441091900,2167787800,44109
3040 N WICKHAM RD,329352369,3214284840,32935
1301 W EAU GALLIE BLVD,329355390,3216228730,32935
J-9 CALLE,959,7876225420,959
22972 LAHSER RD,480334408,2482259855,48033
1998 HENDERSONVILLE RD,288032192,8286842008,28803
1602 W BAKER ST,775212282,2814284024,77521
1700 66TH ST N,337105512,7273842479,33710
8207 113TH ST N,337724128,7273973991,33772
4120 LAUREL ST,995085392,9075614362,99508
1400 N EL PASO ST D,799023438,NA,79902
12203 N CORPORATE PKWY,530923388,NA,53092
3003 W GOOD HOPE RD,532092042,4143523100,53209
2801 W KINNICKINNIC RIVER PKWY,532153669,4143858600,53215
2801 W KINNICKINNIC RIVER PKWY,532153678,4146493577,53215
2900 W OKLAHOMA AVE,532154330,4142735328,53215
13030 121ST WAY NE,980343008,NA,98034
12040 NE 128TH ST,980343013,NA,98034
12822 124TH LN NE,980347612,4258991040,98034
1033 LOS PALOS DR,939013916,8317572058,93901
450 E ROMIE LN,939014029,8317593257,93901
1441 CONSTITUTION BLVD,93912,8317554235,93912
3230 E WOODMEN RD,809208502,7195985176,80920
1056 STELTON RD,88544326,7324630303,88544
1111 AMSTERDAM AVE,100251716,2125236500,10025
2845 GREENBRIER RD,543116519,9202888000,54311
430 E DIVSION ST,54935,9209292300,54935
4061 OLD PESHTIGO RD,541433887,7157328000,54143
3003 UNIVERSITY DR,541434110,7157356621,54143
5525 W SALUSON AVE,900561047,3106420325,90056
4650 LINCOLN BLVD,902926306,3108238911,90292
1 HURLEY PLZ,485035902,8102579953,48503
19701 KINGWOOD DR,773393775,2816094011,77339
5001 HARDY ST,394021308,6012688155,39402
415 S 28TH AVE,394017246,6012646000,39401
5601 DE SOTO AVE,913676798,8187192000,91367
1749 HOLT RD,338234635,8639656259,33823
1255 BRICE BLVD,338306735,8.64E+14,33830
2 SHIRCLIFF WAY,322044762,9043875027,32204
760 SE 5TH TER,344294852,NA,34429
10004 KENNERLY RD,631282178,3147291570,63128
1500 S 48TH ST,685061279,4024891110,68506
2001 W ORANGE GROVE,857041141,5209890226,85704
2 MARGINAL CARRETERA,674,7878543322,674
1111 E MCDOWELL RD,850062612,6028392000,85006
1300 N 12TH ST,850062850,NA,85006
75 PRINGLE WAY,895021472,77532903333,89502
525 N GARFIELD AVE,917541202,NA,91754
600 GRESHAM DR,235071904,NA,23507
751 N BLAKELY DR,980296201,NA,98029
500 17TH AVE,981225711,NA,98122
8110 LAGUNA BLVD,957588094,9166833955,95758
21 READE PL,126013986,8454836654,12601
24 -28 NEWTON ST,17721215,5084864472,17721
530 CORPORATE CIR,281478074,7046380336,28147
213 REECEVILLE RD,193201538,NA,19320
6121 N HANLEY RD,631342003,3146150560,63134
3400 CIVIC CTR BLVD 1ST FLOOR W PAVILION,191045161,2156626932,19104
250 N ROBERTSON BLVD,902111788,3109671884,90211
8635 W 3RD ST,900486104,3108551960,90048
2250 HAYES ST,941171078,4157505995,94117
3939 LAVISTA RD,300845162,NA,30084
735 PIEDMONT AVE NE,303081416,4045884680,30308
303 PKWY DR NE,303121212,4042654000,30312
285 BOULEVARD NE,303124211,NA,30312
1108 ROSS CLARK CIRCLE,363013022,3347938111,36301
115 MALL DR,932305786,5595829000,93230
465 W PUTNAM AVE,932573320,5597841110,93257
400 W MINERAL KING AVE,932916237,5596242000,93291
5400 W HILLSDALE,932918222,5593022927,93291
9300 VALLEY CHILDRENS PL,936368761,5593533000,93636
1 CHILDRENS WAY,722023500,5013641100,72202
1 CHILDRENS WAY,722023571,5013641100,72202
5121 S COTTONWOOD ST,841075701,NA,84107
400 C ST,841431005,NA,84143
2200 OFARRELL ST,941153357,4158332000,94115
2238 GEARY BLVD,941153416,4158332200,94115
1633 N CAPITOL AVE,462021270,3179630953,46202
5575 W LAS POSITAS BLVD,945885802,9254631400,94588
2551 GREENWOOD RD,711033984,3182126888,71103
1500 DODSON AVE,729015182,4797097160,72901
15644 POMERADO RD,920642434,8583125459,92064
5401 PEACH ST,165092601,8148682179,16509
800 N ALPHA ST,688034320,3083822010,68803
4487 3RD AVE,104571526,7189609000,10457
4422 3RD AVE,104572545,7189609000,10457
2385 ARTHUR AVE,104588184,7182209755,10458
1043 ELM AVE,908133295,5626244999,90813
750 E ADAMS ST,132102306,NA,13210
2901 CORAL HILLS DR,330654146,9543450404,33065
24221 CALLE DE LA LOUISA,926533642,9495888700,92653
9116 SW51ST RD,326088167,NA,32608
200 E CHESTNUT ST,402021800,NA,40202
4001 DUTCHMANS LN,402074714,NA,40207
6500 SIX MILE LN,402182355,NA,40218
1220 MISSOURI AVE,471303743,NA,47130
11160 WARNER AVE,927084055,7147517002,92708
6285 GARDEN WALK BLVD,302742612,7709911500,30274
4745 OGLETOWN STANTON RD,197132067,NA,19713
4900 W OAKLAND PARK BLVD,333131501,NA,33313
3412 GRAYSTONE SEPL B,286138263,8283263809,28613
1500 S MAIN ST,761044917,8179271171,76104
3643 N ROXBORO ST,277042702,NA,27704
1 DIAMOND HILL RD,79222104,9082734300,79222
1425 S MAIN ST,945965318,9252954000,94596
901 NEVIN AVE,948013143,5103071500,94801
413 LILLY RD NE,985065133,3607934069,98506
975 SERENO DR,945892441,7076511000,94589
1717 SHAFFER ST,490481647,2693376373,49048
2100 WEBSTER ST,941152373,4159233883,94115
1201 CREEK WAY DR APT B,774784570,8328864994,77478
225 WILLIAMSON ST,72023625,9089945010,72023
11895 JONES BRIDGE RD,300055056,8774483627,30005
7444 HANNOVER PKWY S,302817847,8774483627,30281
415 E NOBLE AVE,335135603,3525693100,33513
22139 GEORGIA NW AVE,200600001,2028654132,20060
725 WELCH RD,943041601,6504987200,94304
1600 LAKELAND HILLS BLVD,338053019,8636807000,33805
640 DESERT LN,891064207,NA,89106
5400 S RAINBOW BLVD,891181859,NA,89118
3100 N TENAYA WAY,891280436,NA,89128
233 COLLEGE AVE,176033372,7172916752,17603
1 S PROSPECT ST,54015505,8028470000,54015
1605 E BROADWAY,652018023,5738158130,65201
16403 HILLSIDE AVE,114324140,7185548072,11432
500 17TH AVE,981225711,2063202230,98122
904 7TH AVE,981041132,2063091760,98104
6655 TRAVIS ST,770301316,7135632772,77030
335 SE 8TH AVE,971234246,5036811177,97123
500 MONTAUK HWY S,117954420,6315877733,11795
13657 W MCDOWELL RD,853952602,6233287794,85395
7383 E TANQUE VERDE RD,857153475,5203183434,85715
9240 SW 72ND ST,331733265,NA,33173
11750 SW40TH ST,331753530,NA,33175
20601 OLD CUTLER RD,331892441,NA,33189
209 N BONNIE BRAE ST,762013749,NA,76201
98 -1079 MOANALUA RD,967014713,8084866000,96701
91 -2139 FT WEAVER RD,967063609,8086712456,96706
1595 SOQUEL DR,950651724,NA,95065
1925 HOFFMEYER RD,295014011,8436794214,29501
805 PAMPLICO HWY,295056047,8436794214,29505
805 PAMPLICO HWY B125,295056049,NA,29505
555 E CHEVES ST,295062617,8437772000,29506
1601 BROOK AVE,763015619,9407239226,76301
7905 CALUMET AVE,463212549,3178658877,46321
3215 N NORTHHILLS BLVD,727034424,4794637102,72703
93 CAMPUS AVE,42406030,NA,42406
777 HEMLOCK ST,312012102,4786331000,31201
818 FORSYTH ST,312012139,4786337010,31201
458 HEMLOCK ST,312014200,4787415945,31201
400 CHARTER BLVD,312104831,4787415945,31210
340 HOSPITAL DR,312173838,4787654323,31217
225 N MILWAUKEE AVE,600614304,8479417600,60061
2650 RIDGE AVE,602011718,NA,60201
1921 LAKE AVE,600911480,8774483627,60091
701 W N AVE,601601612,7086813200,60160
5645 W ADDISON ST,606344403,7732827000,60634
4058 W MELROSE ST,606414799,7737367000,60641
836 W WELLINGTON AVE,606575147,7732965596,60657
4425 WELCOME WAY,528064060,8882206432,52806
2512 WHEATON WAY,983103303,3607825700,98310
2520 CHERRY AVE,983104229,3607443911,98310
1800 NW MYHRE RD,983837663,3607448800,98383
21 NE ROMANCE HILL RD,985288315,3602772975,98528
1900 S MAIN ST,458401214,NA,45840
19 BRADHURST AVE,105322140,9144937235,10532
60 PLAZA E ST,112385040,7188578874,11238
1110 EASTERN PKWY,112134881,7187351900,11213
25 S RIVER RD,31106715,6036952500,31106
7764 ARMISTEAD RD,220791918,7033393524,22079
1600 LAKELAND HILLS BLVD,338053019,8636807000,33805
1350 NW 14TH ST,331251609,3053253242,33125
1400 NW12TH AVE,331361003,3056895511,33136
1800 NW 10TH AVE,331361018,3055851152,33136
1800 NW10TH AVE 1ST FLOOR,331361018,3052433058,33136
825 N GIBSON RD,890111706,7027768300,89011
3533 SOUTHERN BLVD,454291272,9375727648,45429
55 FRUIT ST,21142621,6177262000,21142
151 EVERETT AVE,21501812,6178848300,21501
300 OCEAN AVE,21513675,7814856060,21513
3096 51ST ST,113771457,NA,11377
1104E STATE HWY 152,730645116,4055633998,73064
1600 ROCKLAND RD,198033607,3026514200,19803
1225 S LATSON RD,488437660,2485520620,48843
5975 SUNSET DR,331435198,3055951594,33143
1011 SYLVAN AVE,953501693,2095504780,95350
600 COFFEE RD,953554201,NA,95355
2800 L ST,958165616,NA,95816
3430 E LA PALMA AVE,928062020,8889882800,92806
5475 E LA PALMA AVE,928072075,7142796088,92807
2010 CHURCH ST,372035904,6152844672,37203
1904 PINE ST,796012450,3256704220,79601
4265 KISSENA BLVD,113553273,7183581728,11355
5645 MAIN ST,113555045,7186701231,11355
1350 NW 14TH ST,331251609,3053253242,33125
406 N INDIANA AVE,342232713,9414753980,34223
2051 HAMILL RD,373434026,4234957240,37343
2525 DESALES AVE,374041161,NA,37404
725 GLENWOOD DR,374041173,4234952650,37404
2333 MCCALLIE AVE,374043258,4234952620,37404
5600 BRAINERD RD,374115371,4234143586,37411
25 MULE RD,87555035,7322862565,87555
PO BOX,87542191,7323419700,87542
4885 OLENTANGY RIVER RD,432141952,6143265665,43214
38051 MARKET SQ,335427504,8137808774,33542
2601 OCEAN PKWY,112357745,7186165352,11235
2720 COMMERCIAL ST SE,973024586,5035409999,97302
1100 W 34TH ST,770186206,7138613939,77018
110 IRVING ST NW,200103017,2028777000,20010
75 BEEKMAN ST,129011438,NA,12901
77 BEEKMAN ST,129011438,5185627700,12901
159 MARGARET ST,129011874,5183143939,12901
43 NEW SCOTLAND AVE,122083412,5182623277,12208
25 HACKETT BLVD,122083462,NA,12208
6699 ALVARADO RD,921205241,NA,92120
5555 GROSSMONT CTR DR,919423019,6197406000,91942
415 CHRIS GAUPP DR C,82054440,NA,82054
25631 LITTLE MACK AVE,480812108,5864432930,48081
468 CADIEUX RD,482301507,NA,48230
16815 E JEFFERSON AVE,482301923,3134734690,48230
25631 LITTLE MACK AVE,480812108,NA,48081
468 CADIEUX RD,482301507,3133431000,48230
16815 E JEFFERSON AVE,482301923,3134731065,48230
16815 E JEFFERSON AVE,482301923,3134734690,48230
4116 S CARRIER PKWY,750523244,9722635272,75052
507 E ARMSTRONG AVE,616033201,3096816960,61603
3535 S I 35,762106850,9403843535,76210
601 ELMWOOD AVE,146420002,NA,14642
1429 COLLEGE AVE,953504046,NA,95350
9981 S HEALTHPARK DR,339083618,NA,33908
23 LAKEWOOD AVE,127012021,8457942010,12701
1163 RT 37,87554975,7327971979,87554
PO BOX,87542191,7323419700,87542
29 HOSPITAL PLZ,69023602,NA,69023
ONE HOSPITAL PLAZA,69049317,2032767298,69049
5 HIGH RIDGE PARK,69051326,2032764644,69051
2210 SUTHERLAND AVE,379192337,8.66E+12,37919
20 S STEWART ST,226014149,NA,22601
1135 S SUNSET AVE,917903938,6268518880,91790
3003 W GOOD HOPE RD,532092042,4143523100,53209
2301 N LAKE DR,532114508,4142986750,53211
2323 N LAKE DR,532114508,4142911000,53211
5200 ALEXIS RD,435602504,4192512061,43560
715 AVE PONCE DE LEON,9175032,7877582000,91750
SUITE CENTRO COMERCIAL REPARTO MET,921,7877587910,921
PONCE DE LEON AVE,9181000,7877717934,91810
4604 29TH E ST,342219793,NA,34221
3001 HOSPITAL DR,207851189,3016182000,20785
10816 HICKORY RIDGE RD,210443622,4109977677,21044
6510 KENILWORTH AVE,207371346,4109977677,20737
10802 HICKORY RIDGE RD,210443622,NA,21044
6335 HOSPITAL PKWY,300975712,6785516970,30097
2231 CAREW ST,468054713,2602665230,46805
5200 EASTERN AVE,212242736,4105500756,21224
901 HEARTLAND RD,645066201,8166714800,64506
4011 GATEWAY BLVD,476308947,8124507338,47630
600 MARY ST,477101658,8124507299,47710
333 PINE RIDGE BLVD,544014120,NA,54401
2740 W FOSTER AVE,606253591,7739047340,60625
1401 E STATE ST,611042315,8154894400,61104
6824 NEWBURG RD,611084330,7796967610,61108
2401 RESEARCH BLVD,208506211,NA,20850
751 E 81ST AVE,464105538,NA,46410
1016 WHISPERING PINE LN,454586060,NA,45458
630 EATON AVE,450132767,5138672315,45013
630 EATON AVE,450132767,5138672433,45013
1010 CEREAL AVE,450132776,NA,45013
5844 NW BARRY RD,641541483,8167562255,64154
2450 RIVERSIDE AVE,554541450,6126726999,55454
7900 N MILWAUKEE AVE,607143159,8476639400,60714
1275 N ROSE DR,928703919,7149966500,92870
1224 AUGUSTA W PKWY,30909,7069220191,30909
80 S MAIN ST,64573648,8603586878,64573
28 CRESCENT ST,64573654,8603585322,64573
5844 NW BARRY RD,641541483,8167562255,64154
2340 E MEYER BLVD,641324126,8882206432,64132
1249 15TH ST,257013662,3046911000,25701
375 WAMPANOAG TRL,29152232,4014434983,29152
2800 E AJO WAY,857136204,5208742000,85713
761 45TH AVE,463212899,2199223002,46321
39 EDGERTON DR,25562821,5085633925,25562
27 PARK ST,26015230,7745526000,26015
5400 W HILLSDALE AVE,932918222,NA,93291
7777 FOREST LN,752306824,9726615550,75230
7605 FOREST AVE,232294941,8042851833,23229
2073 KLOCKNER RD,86903414,NA,86903
711 STANTON L YOUNG BLVD,731045023,4057218090,73104
130 DIVISION ST,64181326,2037321330,64181
70 KENYON AVE,28794241,4014716285,28794
133 SCOVILL ST,67061127,NA,67061
20200 OUTER DR,481242634,NA,48124
809 E MARION AVE,339503819,NA,33950
2500 HARBOR BLVD,339525000,NA,33952
21298 OLEAN BLVD,339526705,NA,33952
10000 TELEGRAPH RD,481803330,NA,48180
5450 FORT ST,481834601,NA,48183
135 MIDWAY DR,158013857,NA,15801
809 UNIVERSITY E BLVD,354012029,NA,35401
3816 PALISADES DR A,354053451,NA,35405
10666 N TORREY PINES RD,920371027,8585549100,92037
1000 GALLOPING HILL RD,70837989,NA,70837
100 MADISON AVE,79606136,9739715596,79606
8700 BEVERLY BLVD,900481804,NA,90048
15031 RINALDI ST,913451207,NA,91345
18321 CLARK ST,913563501,NA,91356
16133 VENTURA BLVD,914362426,NA,91436
501 S BUENA VISTA ST,915054809,NA,91505
1221 MERCANTILE LN,207745374,3016185700,20774
6501 LOISDALE CT,221501826,7039221000,22150
10047 CROSSROAD CT SE,493167316,6166858850,49316
200 JEFFERSON AVE SE,495034502,6166855000,49503
310 LAFAYETTE AVE SE,495034693,NA,49503
1 PERKINS SQ,443081063,3305431000,44308
ONE PERKINS SQUARE,443081063,3305438275,44308
1234 NAPIER AVE,490852112,2699838300,49085
31 N ST JOSEPH AVE,491202287,2696835510,49120
19841 N 27TH AVE,850274007,NA,85027
3300 MERCY HEALTH BLVD,452111103,5139614335,45211
1601 OWEN DR,283043425,9106780100,28304
7301 GRAND AVE,113781523,7184575900,11378
23430 HAWTHORNE BLVD,905054730,3107845880,90505
8604 2ND AVE,209103326,NA,20910
1701 DIVISADERO ST,941153011,4154761000,94115
10110 MOLECULAR DR,208507542,3012792779,20850
1601 E 19TH AVE,802181220,3038314774,80218
6161 S YALE AVE,741361902,9185024720,74136
6600 S YALE AVE,741363316,9184886000,74136
9150 ESTATE THOMAS,8022612,NA,80226
4201 ST ANTOINE UHC,48201,3139668999,48201
301 YADKIN ST,280013441,7049844000,28001
200 MEDICAL PARK DR,280250905,7044033676,28025
1085 NEGATEWAY NECT,280252412,7044038650,28025
920 CHURCH ST N,280252927,7044033000,28025
920 CHURCH N ST,280252927,NA,28025
8800 N TRYON ST,282623300,7048636000,28262
1605 S 31ST ST,765080001,2542150100,76508
2401 S 31ST ST,765080001,NA,76508
1010 S KING ST,968141701,8085978765,96814
9981 S HEALTHPARK DR,339083618,2393436800,33908
9 PINNACLE DR,229392367,8444728711,22939
275 COLLIER RD NW,303091700,4043556562,30309
275 COLLIER RD NW,303091711,4043556562,30309
5333 MCAULEY DR,481971005,7345935990,48197
631 BROADWAY,70023846,9733642682,70023
29 E 29TH ST,70024695,9733642682,70024
268 DR M L KING JR BLVD,71022011,9738775081,71022
111 MALTESE DR,109402115,8453424774,10940
3601 4TH ST,794309406,8067437337,79430
1305 YORK AVE,100215663,NA,10021
2250 HAYES ST,941171078,4157505995,94117
3200 MACCORKLE AVE SE,253041212,3043883322,25304
255 E BONITA AVE,917671923,9095241940,91767
4120 LAUREL ST,995085392,NA,99508
9900 BELWARD CAMPUS DR,208504095,3019172191,20850
8630 FENTON ST,209103812,3015882525,20910
1 RIVERVIEW PLZ,77011864,7325302215,77011
106 IRVING ST SW,200102927,2012914101,20010
457 HADDONFIELD RD,80022223,8445422273,80022
73 N MAPLE AVE B,80533859,8445422273,80533
1340 BROAD AVE,395012404,2285752700,39501
1906 BELLEVIEW AVE SE,240141838,5409817000,24014
600 MEDICAL CTR DR,671148780,3162832700,67114
4315 HOUMA BLVD,700062944,5044554622,70006
3230 E WOODMEN RD,809208502,7195985176,80920
5224 S STATE HWY 360,750520950,9725220691,75052
4116 S CARRIER PKWY,750523244,9722635272,75052
44201 DEQUINDRE RD,480851198,NA,48085
19841 N 27TH AVE,850274005,NA,85027
3200 CHANNING WAY,834047586,2085354580,83404
2100 KEYSTONE AVE,190261133,6106228900,19026
115 CASS AVE,28954705,4.02E+13,28954
502 E 2ND ST,558051913,2187861533,55805
530 E 2ND ST,558051913,2187865360,55805
400 E 3RD ST,558051951,2187868364,55805
3115 MAIN ST,66144868,2033450404,66144
3525 DEL MAR HEIGHTS RD,921302199,NA,92130
435 H ST,919104307,6196917000,91910
751 MEDICAL CTR CT,919116617,6195025800,91911
3600 NW SAMARITAN DR,973303737,5417685111,97330
39000 BOB HOPE DR,922703221,NA,92270
72201 COUNTRY CLUB DR,922704001,7603405999,92270
150 55 ST,112202574,NA,11220
709 E CALTON RD,780413664,9567220995,78041
1700 E SAUNDERS ST,780415474,9567965000,78041
29800 HOOVER RD,480933483,NA,48093
1000 HARRINGTON ST,480432920,8882206432,48043
1231 PINE GROVE AVE,480603500,8109961993,48060
43134 DEQUINDRE RD,483141723,5864468688,48314
1520 OLD TROLLEY RD,294855292,8434020227,29485
1115 RONALD REAGAN PKWY,461236913,NA,46123
1115 N RONALD REAGAN PKWY,461236913,3173286600,46123
701 SHADOW LN,891064178,NA,89106
1 PERKINS SQ,443081063,3305431000,44308
3824 NORTHERN PIKE,151462141,4124570424,15146
